target,opinion,sentiment,reviewID,item
faces,different,NEG,4069,Assembly Square
look,different,POS,4073,Assembly Square
details,different,POS,4103,Assembly Square
rooms,different,POS,4117,Assembly Square
units,different,POS,4118,Assembly Square
flower shop music shop,different,NEU,4118,Assembly Square
themes,different,NEU,4120,Assembly Square
outside mug,different,NEU,4127,Assembly Square
sit down,different,NEU,4177,Assembly Square
build,different,NEU,4177,Assembly Square
transport related,different,NEU,4181,Assembly Square
building techniques,different,POS,4201,Assembly Square
styles,different,POS,4201,Assembly Square
styles,different,POS,4201,Assembly Square
techniques,different,POS,4201,Assembly Square
build,different,POS,4226,Assembly Square
elements,different,NEU,4244,Assembly Square
door,different,NEU,4253,Assembly Square
building,different,NEU,4259,Assembly Square
scenes,different,POS,4290,Assembly Square
color,different,POS,4303,Assembly Square
sizes shapes,different,NEG,4308,Assembly Square
architecture,different,NEU,4330,Haunted House
ride,different,NEU,4330,Haunted House
looping coaster,different,NEU,4330,Haunted House
sets,different,NEG,4343,Haunted House
colors,different,POS,4378,Haunted House
building techniques,different,POS,4452,Haunted House
ride,different,NEU,4459,Haunted House
interior furniture,different,NEU,4467,Boutique Hotel
detective s office,different,NEU,4479,Boutique Hotel
building,different,POS,4508,Boutique Hotel
techniques,different,POS,4526,Boutique Hotel
build experiences,different,POS,4529,Boutique Hotel
brown,different,POS,4534,Boutique Hotel
lego stores,different,NEU,4540,Boutique Hotel
building techniques,different,POS,4547,Boutique Hotel
modular builds,different,NEG,4551,Boutique Hotel
windows,different,NEU,4572,Ghostbusters™ ECTO-1
building techniques,different,POS,4573,Ghostbusters™ ECTO-1
set,different,NEU,4584,Ghostbusters™ ECTO-1
look,different,NEU,4598,Ghostbusters™ ECTO-1
build techniques,different,POS,4617,Ghostbusters™ ECTO-1
lego sets,different,POS,4635,Ghostbusters™ ECTO-1
modifications,different,NEG,4672,Ghostbusters™ ECTO-1
build techniques,different,POS,4675,Ghostbusters™ ECTO-1
building legos,different,NEU,4719,NASA Space Shuttle Discovery
parts,different,POS,4764,NASA Space Shuttle Discovery
displayed,different,NEU,4779,NASA Space Shuttle Discovery
hubble telescope,different,NEU,4832,NASA Space Shuttle Discovery
rear flipper,different,NEU,4843,NASA Space Shuttle Discovery
built,different,NEU,4935,Police Station
building ideas,different,POS,4939,Police Station
walls,different,NEU,4985,Police Station
properties,different,NEU,4985,Police Station
parts,different,NEG,5011,Police Station
facades,different,POS,5020,Police Station
building,different,NEU,5071,Bookshop
townhouses,different,NEG,5074,Bookshop
leaves,different,POS,5147,Bookshop
tree,different,POS,5147,Bookshop
sides,different,NEG,5162,Bookshop
colours,different,NEG,5162,Bookshop
colours,different,POS,5164,Bookshop
clothes,different colored,POS,1268,"Scrooge McDuck, Huey, Dewey & Louie"
studs,different colored,NEG,1325,Goldfish
parts,different colored,POS,4764,NASA Space Shuttle Discovery
face,differently,NEG,87,Statue of Liberty
motors,differently,NEU,1221,BOOST Creative Toolbox
dino,differently,NEU,3758,Mighty Dinosaurs
head tail,differently,NEU,3758,Mighty Dinosaurs
floral element,differently,NEU,3901,Colosseum
corinthian column,differently,NEU,3901,Colosseum
corinthian column head,differently,NEU,3901,Colosseum
build,difficult,NEG,88,Statue of Liberty
d view,difficult,NEG,93,Statue of Liberty
manual,difficult,NEG,192,New York City
set,difficult,NEG,347,Paris
x2 round plates,difficult,NEG,415,Trafalgar Square
pieces,difficult,NEG,424,Trafalgar Square
hanging,difficult,NEG,609,Jim Lee Batman™ Collection
pieces,difficult,NEG,665,Batcave™: The Riddler™ Face-off
sections,difficult,NEG,719,Classic TV Series Batman™ Cowl
build,difficult,NEG,780,LEGO® DC Batman™ Batmobile™ Tumbler: Scarecrow™ Showdown
built,difficult,POS,968,1989 Batmobile™
builds,difficult,NEG,1015,1989 Batmobile™
build,difficult,NEG,1041,1989 Batmobile™
build,difficult,NEG,1129,1989 Batmobile™
dais,difficult,NEG,1131,1989 Batmobile™
maneuver,difficult,NEG,1137,1989 Batmobile™
builds,difficult,NEG,1138,BOOST Creative Toolbox
pieces,difficult,NEG,1209,BOOST Creative Toolbox
exercises,difficult,NEG,1211,BOOST Creative Toolbox
instructions,difficult,NEG,1236,BOOST Creative Toolbox
lego,difficult,NEG,1270,"Scrooge McDuck, Huey, Dewey & Louie"
lego s,difficult,NEG,1270,"Scrooge McDuck, Huey, Dewey & Louie"
build,difficult,NEG,1270,"Scrooge McDuck, Huey, Dewey & Louie"
set,difficult,NEG,1930,Ocean Exploration Base
build,difficult,NEG,1930,Ocean Exploration Base
build,difficult,NEG,1997,Stunt Show Truck
guidance,difficult,NEG,1997,Stunt Show Truck
stunt show truck,difficult,NEG,2000,Stunt Show Truck
set,difficult,NEG,2153,Wildlife Rescue Off-Roader
leggos,difficult,NEG,2214,Fire Rescue Helicopter
steps,difficult,NEG,2272,Mobile Crane
assemble,difficult,NEG,2316,Stunt Park
wheeled truck trailer,difficult,NEG,2432,Rescue Helicopter Transport
set,difficult,NEG,2480,Holiday Camper Van
baseplate,difficult,NEG,2559,Road Plates
parts,difficult,NEG,2635,Tractor
move,difficult,NEG,3348,Medieval Castle
directions,difficult,NEG,3459,Caravan Family Holiday
build,difficult,NEG,3953,Colosseum
build,difficult,NEG,3953,Colosseum
lego,difficult,NEG,3970,Real Madrid – Santiago Bernabéu Stadium
build,difficult,NEG,4253,Assembly Square
scale,difficult,NEG,4307,Assembly Square
build,difficult,NEG,4322,Haunted House
build enjoyment,difficult,POS,4322,Haunted House
chain,difficult,NEG,4347,Haunted House
roof,difficult,NEG,4357,Haunted House
elevator system,difficult,NEG,4372,Haunted House
counting,difficult,NEG,4381,Haunted House
chain,difficult,NEG,4381,Haunted House
minifigures,difficult,NEG,4408,Haunted House
build instructions,difficult,NEG,4541,Boutique Hotel
metallic stickers,difficult,NEG,4724,NASA Space Shuttle Discovery
cargo bay doors,difficult,NEG,4724,NASA Space Shuttle Discovery
payload bay doors,difficult,NEG,4791,NASA Space Shuttle Discovery
top rear blaster,difficult,NEG,4843,NASA Space Shuttle Discovery
build,difficult,NEG,4881,NASA Space Shuttle Discovery
black pages,difficult,NEG,4988,Police Station
set,difficult,NEG,4990,Police Station
instructions book,difficult,NEG,5006,Police Station
build,difficult,NEG,5050,Police Station
stairs,difficult,NEG,5147,Bookshop
build,difficult,NEG,5184,Bookshop
scale,difficult to fault,NEG,4307,Assembly Square
build,difficulties,NEG,543,1989 Batwing
front fork,difficulties,NEG,3641,Superbike
back tires,difficulty,NEG,471,LEGO® DC Batman™ Batmobile™ Tumbler
notably,difficulty,NEG,1054,1989 Batmobile™
cockpit,difficulty,NEG,1054,1989 Batmobile™
kitchen area,difficulty,NEG,2037,Family House
technic pegs,difficulty,NEG,4644,Ghostbusters™ ECTO-1
commemoration,dignified,NEG,4827,NASA Space Shuttle Discovery
character,disabled,NEG,4378,Haunted House
ramp,disabled,NEG,4378,Haunted House
storage device,disagree,NEG,1176,BOOST Creative Toolbox
tray or other storage device,disagree,NEG,1176,BOOST Creative Toolbox
set,disagree,NEG,1651,Passenger Train
reviews,disagree,NEG,1735,Hospital
build,disagree,NEG,3889,Colosseum
build,disagree,NEG,3890,Colosseum
lego pack the plastic windows,disapointed,NEG,4573,Ghostbusters™ ECTO-1
plastic windows,disapointed,NEG,4573,Ghostbusters™ ECTO-1
feature,disappeared,NEG,4069,Assembly Square
faces,disappeared,NEG,4069,Assembly Square
pieces,disappeared,NEG,4344,Haunted House
city sets,disappoint,NEG,1736,Hospital
face,disappointed,NEG,28,Statue of Liberty
tan pedestal bricks,disappointed,NEG,93,Statue of Liberty
lego donald trump mini figure,disappointed,NEG,164,The White House
instruction manual,disappointed,NEG,197,New York City
size,disappointed,NEG,201,New York City
detail,disappointed,NEG,210,New York City
flip top boxes,disappointed,NEG,253,Singapore
set,disappointed,NEG,281,Singapore
key bits,disappointed,NEG,329,Paris
pieces,disappointed,NEG,379,London
platform,disappointed,NEG,379,London
x1 slope pieces,disappointed,NEG,460,LEGO® DC Batman™ Batmobile™ Tumbler
hairline scratch,disappointed,NEG,460,LEGO® DC Batman™ Batmobile™ Tumbler
lego quality,disappointed,NEG,532,1989 Batwing
cockpit pieces,disappointed,NEG,537,1989 Batwing
playability,disappointed,NEG,540,1989 Batwing
technical components,disappointed,NEG,540,1989 Batwing
instructions,disappointed,NEG,598,Jim Lee Batman™ Collection
vehicle,disappointed,NEG,621,THE BATMAN - BATMOBILE™
pieces,disappointed,NEG,639,THE BATMAN - BATMOBILE™
set,disappointed,NEG,781,LEGO® DC Batman™ Batmobile™ Tumbler: Scarecrow™ Showdown
trans black windscreens,disappointed,NEG,781,LEGO® DC Batman™ Batmobile™ Tumbler: Scarecrow™ Showdown
robin,disappointed,NEG,861,Batman™ Classic TV Series Batmobile™
cesar romero joker,disappointed,NEG,861,Batman™ Classic TV Series Batmobile™
dynamic duo,disappointed,NEG,886,Batman™ Classic TV Series Batmobile™
tumbler,disappointed,NEG,977,1989 Batmobile™
customer service,disappointed,NEG,1079,1989 Batmobile™
square lego piece,disappointed,NEG,1084,1989 Batmobile™
square lego piece,disappointed,NEG,1085,1989 Batmobile™
blocks,disappointed,NEG,1170,BOOST Creative Toolbox
set,disappointed,NEG,1178,BOOST Creative Toolbox
app,disappointed,NEG,1179,BOOST Creative Toolbox
devices,disappointed,NEG,1194,BOOST Creative Toolbox
app,disappointed,NEG,1202,BOOST Creative Toolbox
lego,disappointed,NEG,1202,BOOST Creative Toolbox
set,disappointed,NEG,1240,Spice Girls Tribute
brick headz line,disappointed,NEG,1240,Spice Girls Tribute
set,disappointed,NEG,1329,Goldfish
quality control,disappointed,NEG,1329,Goldfish
base,disappointed,NEG,1545,Frankenstein
led headlights,disappointed,NEG,1642,Passenger Train
bluetooth pairing sequence,disappointed,NEG,1642,Passenger Train
lego sets,disappointed,NEG,1643,Passenger Train
playability,disappointed,NEG,1654,Passenger Train
size,disappointed,NEG,1765,Passenger Airplane
flywheel capability,disappointed,NEG,1788,Stunt Show Arena
set,disappointed,NEG,1876,Wildlife Rescue Operation
set,disappointed,NEG,1980,School Day
lego build,disappointed,NEG,1982,School Day
set,disappointed,NEG,2405,Police Prisoner Transport
dog w deco element,disappointed,NEG,2514,Ice-Cream Truck
street lights signs,disappointed,NEG,2566,Road Plates
road plates,disappointed,NEG,2579,Road Plates
tracks,disappointed,NEG,2611,Tracks
lego scene,disappointed,NEG,2829,LEGO® City Advent Calendar
builds,disappointed,NEG,2906,LEGO® Medium Creative Brick Box
blocks,disappointed,NEG,2942,Creative Suitcase
lid,disappointed,NEG,2948,LEGO® Creative Bricks
lego table,disappointed,NEG,3165,Gray Baseplate
plate,disappointed,NEG,3165,Gray Baseplate
baseplate s color,disappointed,NEG,3200,Green Baseplate
green,disappointed,NEG,3200,Green Baseplate
color change,disappointed,NEG,3204,Green Baseplate
reviews,disappointed,NEG,3234,Green Baseplate
lego,disappointed,NEG,3245,Green Baseplate
green colour,disappointed,NEG,3248,Green Baseplate
green plates,disappointed,NEG,3252,Green Baseplate
black falcon minifigs,disappointed,NEG,3344,Medieval Castle
sails,disappointed,NEG,3365,Pirate Ship
gender diversity,disappointed,NEG,3393,Pirate Ship
lego piece,disappointed,NEG,3422,Ferris Wheel
set,disappointed,NEG,3618,Race Car Transporter
set,disappointed,NEG,3689,Deep Sea Creatures
playability,disappointed,NEG,3747,Mighty Dinosaurs
instruction books,disappointed,NEG,3862,Colosseum
set,disappointed,NEG,3869,Colosseum
set cost,disappointed,NEG,3875,Colosseum
set,disappointed,NEG,3900,Colosseum
box,disappointed,NEG,3923,Colosseum
set,disappointed,NEG,4039,Old Trafford - Manchester United
details,disappointed,NEG,4048,Old Trafford - Manchester United
assembly square,disappointed,NEG,4061,Assembly Square
design,disappointed,NEG,4093,Assembly Square
music store,disappointed,NEG,4127,Assembly Square
photo shop,disappointed,NEG,4127,Assembly Square
lift,disappointed,NEG,4336,Haunted House
mechanics,disappointed,NEG,4359,Haunted House
set,disappointed,NEG,4366,Haunted House
chain mechanism,disappointed,NEG,4371,Haunted House
ser,disappointed,NEG,4407,Haunted House
cardboard box,disappointed,NEG,4495,Boutique Hotel
set,disappointed,NEG,4638,Ghostbusters™ ECTO-1
care,disappointed,NEG,4641,Ghostbusters™ ECTO-1
packaging,disappointed,NEG,4641,Ghostbusters™ ECTO-1
set,disappointed,NEG,4667,Ghostbusters™ ECTO-1
canadarm,disappointed,NEG,4729,NASA Space Shuttle Discovery
fit,disappointed,NEG,4780,NASA Space Shuttle Discovery
look,disappointed,NEG,4855,NASA Space Shuttle Discovery
vertical tail flaps,disappointed,NEG,4855,NASA Space Shuttle Discovery
modular buildings,disappointed,NEG,4948,Police Station
donuts building,disappointed,NEG,4954,Police Station
modular ode,disappointed,NEG,4969,Police Station
builds,disappointed,NEG,4969,Police Station
mods,disappointed,NEG,4983,Police Station
bookshop s interior,disappointed,NEG,5081,Bookshop
detail,disappointed,NEG,5084,Bookshop
set,disappointed,NEG,5092,Bookshop
building techniques,disappointed,NEG,5092,Bookshop
set,disappointed,NEG,5094,Bookshop
build,disappointed,NEG,5101,Bookshop
detail,disappointed,NEG,5132,Bookshop
size,disappointed,NEG,5132,Bookshop
lego modular building sets,disappointed,NEG,5134,Bookshop
aspect,disappointed,NEG,5154,Bookshop
backyard,disappointed,NEG,5163,Bookshop
features,disappointing,NEG,11,Statue of Liberty
scale,disappointing,NEG,230,New York City
chrysler building,disappointing,NEG,230,New York City
building,disappointing,NEG,639,THE BATMAN - BATMOBILE™
batman s cowl,disappointing,NEG,689,Batman™ Cowl
price,disappointing,NEG,707,Classic TV Series Batman™ Cowl
pieces,disappointing,NEG,1086,1989 Batmobile™
steering mechanism,disappointing,NEG,1092,1989 Batmobile™
instructions,disappointing,NEG,1146,BOOST Creative Toolbox
mac apps,disappointing,NEG,1175,BOOST Creative Toolbox
windows or mac apps,disappointing,NEG,1175,BOOST Creative Toolbox
tablet and phone only app,disappointing,NEG,1175,BOOST Creative Toolbox
phone only app,disappointing,NEG,1175,BOOST Creative Toolbox
speed champions sets,disappointing,NEG,1347,Goofy & Pluto
stickers,disappointing,NEG,1664,Passenger Train
interior,disappointing,NEG,1670,Passenger Train
functions,disappointing,NEG,1705,Passenger Train
features,disappointing,NEG,1705,Passenger Train
flywheel capability,disappointing,NEG,1788,Stunt Show Arena
set,disappointing,NEG,1788,Stunt Show Arena
size,disappointing,NEG,1981,School Day
ramp,disappointing,NEG,2345,Car Transporter
release,disappointing,NEG,2923,Creative Transparent Bricks
base plates,disappointing,NEG,3196,Green Baseplate
roofing pieces,disappointing,NEG,3219,Green Baseplate
color,disappointing,NEG,3227,Green Baseplate
lego,disappointing,NEG,3393,Pirate Ship
build,disappointing,NEG,4010,Old Trafford - Manchester United
structure,disappointing,NEG,4022,Old Trafford - Manchester United
practise room,disappointing,NEG,4069,Assembly Square
oven,disappointing,NEG,4091,Assembly Square
tiles,disappointing,NEG,4091,Assembly Square
sets,disappointing,NEG,4110,Assembly Square
modular building sets,disappointing,NEG,4308,Assembly Square
quality,disappointing,NEG,4308,Assembly Square
elevator,disappointing,NEG,4351,Haunted House
selling point,disappointing,NEG,4351,Haunted House
cost,disappointing,NEG,4371,Haunted House
motors,disappointing,NEG,4371,Haunted House
blue tooth control box,disappointing,NEG,4371,Haunted House
minifigures,disappointing,NEG,4653,Ghostbusters™ ECTO-1
arm,disappointing,NEG,4731,NASA Space Shuttle Discovery
minifigure count,disappointing,NEG,4932,Police Station
kit,disappointing,NEG,4966,Police Station
instruction book,disappointing,NEG,4966,Police Station
compromises,disappointing,NEG,5090,Bookshop
